,,,,Edad,Edad,Score,Score,Aportaciones,Aportaciones,Opinion_Longitud,Opinion_Longitud
,,,,mean,std,mean,std,mean,std,mean,std
Ubicacion,Genero,Procedencia,Idioma,,,,,,,,
"Callejón del Beso 1,360",femenino,internacional,coreano,52.5,10.606601717798213,4.0,1.4142135623730951,133.5,23.33452377915607,319.0,41.012193308819754
"Callejón del Beso 1,360",femenino,internacional,espanol,41.666666666666664,12.667361453934298,3.980392156862745,0.8897701578493528,64.92156862745098,80.9726376317321,223.18627450980392,104.70011209694101
"Callejón del Beso 1,360",femenino,internacional,frances,43.333333333333336,10.98483803552272,3.6666666666666665,1.0327955589886444,78.16666666666667,109.97348165201767,196.33333333333334,76.35094411116779
"Callejón del Beso 1,360",femenino,internacional,ingles,38.93984962406015,12.96543154425378,3.8796992481203008,0.9850211041037308,93.89473684210526,162.08776444007188,240.62406015037595,124.46050861458993
"Callejón del Beso 1,360",femenino,internacional,japones,36.4,7.152311203768719,3.8,0.7888106377466155,436.4,917.2469920607233,355.7,242.655242405077
"Callejón del Beso 1,360",femenino,internacional,neerlandes,40.5,2.1213203435596424,3.0,0.0,24.0,31.11269837220809,182.5,84.14570696119915
"Callejón del Beso 1,360",femenino,internacional,portugues,39.84615384615385,9.65959069048437,3.8461538461538463,0.6887372317211946,121.46153846153847,96.52168615101944,341.7692307692308,237.1287111275765
"Callejón del Beso 1,360",femenino,internacional,ruso,49.5,17.521415467935235,3.25,1.707825127659933,463.25,445.02687184783196,522.25,409.5643010159292
"Callejón del Beso 1,360",femenino,nacional,espanol,33.159217877094974,12.471359298324892,4.136871508379889,0.9442340071160098,39.8463687150838,49.29748916280855,228.08938547486034,139.31126243846307
"Callejón del Beso 1,360",femenino,nacional,ingles,43.52173913043478,16.34533451705129,4.173913043478261,1.1140496934013262,75.0,64.0582121624897,284.0,258.9434827770865
"Callejón del Beso 1,360",masculino,internacional,aleman,46.666666666666664,13.246383154154445,3.1666666666666665,1.1690451944500122,123.16666666666667,120.87086773357204,178.33333333333334,59.644502401031616
"Callejón del Beso 1,360",masculino,internacional,chino,49.166666666666664,12.15593133686871,3.5,0.8366600265340756,142.16666666666666,119.56156015487029,338.3333333333333,118.59960651986442
"Callejón del Beso 1,360",masculino,internacional,coreano,54.5,19.091883092036785,4.5,0.7071067811865476,84.0,106.06601717798213,149.0,12.727922061357855
"Callejón del Beso 1,360",masculino,internacional,espanol,43.235955056179776,10.814576098015829,4.078651685393258,0.8947411903745177,102.68539325842697,227.20028186530305,231.52808988764045,125.86203574907296
"Callejón del Beso 1,360",masculino,internacional,frances,56.333333333333336,19.39931270260195,3.3333333333333335,0.5773502691896258,394.3333333333333,483.74407834446237,200.0,12.767145334803704
"Callejón del Beso 1,360",masculino,internacional,ingles,44.69230769230769,13.11452310152265,3.7094017094017095,1.0591133984077001,162.95726495726495,223.42677552173836,264.7521367521368,179.28372360989553
"Callejón del Beso 1,360",masculino,internacional,japones,49.5,13.97662884411523,3.4285714285714284,0.9376144618769908,353.35714285714283,437.5708482665947,274.5,72.52134964164797
"Callejón del Beso 1,360",masculino,internacional,neerlandes,34.5,5.802298395176403,3.5,1.2909944487358054,74.0,58.47506591132098,299.75,214.81212721818105
"Callejón del Beso 1,360",masculino,internacional,portugues,45.833333333333336,12.141838510878095,3.0,1.5374122295716148,642.8333333333334,849.507326024736,236.16666666666666,134.37859227051777
"Callejón del Beso 1,360",masculino,nacional,espanol,38.90684931506849,12.821131346412335,4.038356164383561,0.9455840303816053,76.75068493150685,187.02333045043162,247.0986301369863,232.69864755739638
"Callejón del Beso 1,360",masculino,nacional,ingles,38.03448275862069,16.05010627161232,4.206896551724138,0.8610338613230187,68.41379310344827,110.3700002075419,303.41379310344826,238.10029658009057
Casa de Diego Rivera 698,femenino,internacional,aleman,54.5,3.5355339059327378,3.5,0.7071067811865476,46.0,24.041630560342615,236.0,171.1198410471445
Casa de Diego Rivera 698,femenino,internacional,coreano,65.0,2.8284271247461903,3.5,0.7071067811865476,27.0,16.97056274847714,285.5,13.435028842544403
Casa de Diego Rivera 698,femenino,internacional,espanol,42.02857142857143,15.03620281048321,4.2,0.6324555320336755,91.91428571428571,94.13737503325267,229.74285714285713,101.67113734028567
Casa de Diego Rivera 698,femenino,internacional,frances,35.75,24.2401182615377,3.75,0.5,97.5,98.55455342093535,154.75,80.85944595407516
Casa de Diego Rivera 698,femenino,internacional,ingles,47.398648648648646,14.771612720996778,4.20945945945946,0.8511966636741745,121.10810810810811,226.67916537574422,269.4189189189189,152.1820881015876
Casa de Diego Rivera 698,femenino,internacional,italiano,43.0,11.357816691600547,4.333333333333333,0.5773502691896257,161.0,127.64403628842203,197.66666666666666,17.156145643277032
Casa de Diego Rivera 698,femenino,internacional,japones,49.75,9.945685831890462,4.25,0.4999999999999999,824.25,1437.3390634548734,220.75,42.601838770957606
Casa de Diego Rivera 698,femenino,internacional,portugues,43.5,14.242792663559449,4.375,0.7440238091428449,163.375,264.364433257253,303.25,182.46858829476844
Casa de Diego Rivera 698,femenino,nacional,espanol,36.306306306306304,13.17145176839447,4.324324324324325,0.8108599493709487,40.81981981981982,49.568904878727466,232.7117117117117,123.99724244641949
Casa de Diego Rivera 698,femenino,nacional,ingles,49.75,15.011900041538475,3.875,1.3562026818605375,34.0,33.67491648096547,287.5,138.93369436019265
Casa de Diego Rivera 698,masculino,internacional,espanol,41.875,14.459621197019315,4.03125,1.0920349456774014,73.71875,59.01570833807861,239.96875,115.8523766932896
Casa de Diego Rivera 698,masculino,internacional,frances,56.8,6.260990336999411,4.0,0.7071067811865476,331.6,529.2809272966484,213.2,101.95685361955812
Casa de Diego Rivera 698,masculino,internacional,ingles,49.45323741007194,15.454103634742875,4.244604316546763,0.778718071611091,175.58992805755395,233.29631630647043,313.59712230215825,193.24482179628805
Casa de Diego Rivera 698,masculino,internacional,italiano,40.2,2.7748873851023212,4.0,0.7071067811865476,194.0,213.29439748854165,189.8,68.1446989867884
Casa de Diego Rivera 698,masculino,internacional,japones,62.5,7.937253933193772,4.25,0.5,926.5,951.3388810863701,292.5,31.77525242490871
Casa de Diego Rivera 698,masculino,internacional,portugues,39.7,18.469494368342144,4.1,0.7378647873726221,382.3,616.1540301652574,267.8,151.2685617627727
Casa de Diego Rivera 698,masculino,nacional,espanol,40.42201834862385,12.98239090716063,4.293577981651376,0.7366434422379562,68.93577981651376,98.45992559763498,266.0550458715596,198.64158281532468
Casa de Diego Rivera 698,masculino,nacional,ingles,46.89473684210526,13.169386794304879,4.421052631578948,0.6069769786668844,101.52631578947368,113.13824798844438,359.10526315789474,205.4736789677403
"Jardín de la Unión 1,134",femenino,internacional,coreano,54.5,24.748737341529164,5.0,0.0,86.0,90.50966799187809,177.5,72.8319984622144
"Jardín de la Unión 1,134",femenino,internacional,espanol,35.04651162790697,11.56133434458335,4.6976744186046515,0.5578395280830464,75.20930232558139,79.55128867877654,194.32558139534885,85.8846737617017
"Jardín de la Unión 1,134",femenino,internacional,frances,50.857142857142854,19.522880349550295,4.428571428571429,0.5345224838248488,118.14285714285714,91.28239803202032,181.0,55.47972602672079
"Jardín de la Unión 1,134",femenino,internacional,ingles,44.01851851851852,15.467772635646835,4.657407407407407,0.5984721518835537,125.66666666666667,192.17072822114903,309.75925925925924,239.56580156180652
"Jardín de la Unión 1,134",femenino,internacional,italiano,43.0,12.12435565298214,4.666666666666667,0.5773502691896257,89.33333333333333,33.30665599145813,225.33333333333334,28.72861523522032
"Jardín de la Unión 1,134",femenino,internacional,japones,52.0,17.421251390184345,4.111111111111111,0.927960727138337,384.0,971.0108135340204,289.44444444444446,121.95399861332051
"Jardín de la Unión 1,134",femenino,internacional,portugues,37.0,13.00769003320728,4.166666666666667,0.7527726527090809,283.3333333333333,297.23974610853554,231.83333333333334,52.60956820452594
"Jardín de la Unión 1,134",femenino,internacional,ruso,58.0,2.8284271247461903,4.5,0.7071067811865476,625.0,264.45793616376875,368.0,36.76955262170047
"Jardín de la Unión 1,134",femenino,nacional,espanol,36.43939393939394,11.96330530173418,4.641414141414141,0.594135485242538,43.9040404040404,54.226502631583976,209.9949494949495,117.96151387672515
"Jardín de la Unión 1,134",femenino,nacional,ingles,50.0,17.48570845004571,4.6,0.6454972243679029,93.92,132.83728141351483,315.24,252.8537587882239
"Jardín de la Unión 1,134",masculino,internacional,aleman,49.8,24.641428530018302,4.6,0.5477225575051662,121.2,143.2679308149594,265.4,148.6078732772931
"Jardín de la Unión 1,134",masculino,internacional,coreano,23.0,1.4142135623730951,4.5,0.7071067811865476,82.5,108.18733752154178,175.5,54.44722215136416
"Jardín de la Unión 1,134",masculino,internacional,espanol,39.23809523809524,15.015129806720276,4.5476190476190474,0.70546234458569,108.71428571428571,242.43181447365683,206.64285714285714,98.59719024061968
"Jardín de la Unión 1,134",masculino,internacional,frances,52.714285714285715,18.81235662815167,4.285714285714286,0.7559289460184546,235.0,331.3019770541673,230.0,85.6232055773044
"Jardín de la Unión 1,134",masculino,internacional,ingles,49.590062111801245,15.779524727352157,4.577639751552795,0.6188674287841768,157.1304347826087,213.75816155280418,282.8944099378882,291.463582684108
"Jardín de la Unión 1,134",masculino,internacional,japones,48.42857142857143,18.365340026411552,3.857142857142857,0.37796447300922725,467.57142857142856,549.9202539589588,259.85714285714283,54.892101955954075
"Jardín de la Unión 1,134",masculino,internacional,portugues,38.69230769230769,17.211355821978966,4.538461538461538,0.5188745216627708,378.0,556.2162349302653,244.46153846153845,129.74180474093882
"Jardín de la Unión 1,134",masculino,nacional,espanol,37.29857819905213,11.48501913953662,4.549763033175355,0.602484886795862,76.01421800947867,128.50456648076513,227.92890995260663,185.20282232819764
"Jardín de la Unión 1,134",masculino,nacional,ingles,45.74074074074074,15.803097536175994,4.703703703703703,0.5417077564954127,94.18518518518519,105.19872660717942,228.4814814814815,119.97447496811412
Mercado Hidalgo 600,femenino,internacional,coreano,41.0,26.888659319497503,4.666666666666667,0.5773502691896258,70.33333333333333,69.51498639382254,421.0,281.2241099194733
Mercado Hidalgo 600,femenino,internacional,espanol,38.22727272727273,14.57634031469137,4.045454545454546,0.7854190708679772,86.4090909090909,93.48524665417182,268.6818181818182,140.360890755508
Mercado Hidalgo 600,femenino,internacional,frances,34.333333333333336,6.806859285554045,3.6666666666666665,0.5773502691896258,94.33333333333333,71.5565044795603,187.0,14.0
Mercado Hidalgo 600,femenino,internacional,ingles,41.50877192982456,15.010856555717961,4.2105263157894735,0.7959011537977194,146.57894736842104,214.42297546208763,296.63157894736844,297.7920314329489
Mercado Hidalgo 600,femenino,internacional,japones,42.27272727272727,12.506725463452925,4.090909090909091,0.9438798074485389,424.0,859.4868236337309,358.09090909090907,152.28490046321372
Mercado Hidalgo 600,femenino,internacional,portugues,27.25,6.800735254367722,4.25,0.9574271077563381,69.0,46.245720522732334,196.75,78.35123908826628
Mercado Hidalgo 600,femenino,nacional,espanol,34.669642857142854,12.428815974901493,3.919642857142857,0.969242230781605,58.0625,77.09141423432736,239.64285714285714,129.74770092169612
Mercado Hidalgo 600,femenino,nacional,ingles,41.13333333333333,15.824333281674896,4.2,1.01418510567422,91.33333333333333,98.6455897693981,283.0,243.65197662708528
Mercado Hidalgo 600,masculino,internacional,aleman,62.0,13.74772708486752,4.333333333333333,1.1547005383792517,82.0,72.85602240034794,236.66666666666666,176.93030642977288
Mercado Hidalgo 600,masculino,internacional,coreano,64.5,6.363961030678928,4.0,1.4142135623730951,71.0,79.19595949289332,243.5,105.35891039679558
Mercado Hidalgo 600,masculino,internacional,espanol,38.7037037037037,13.606601380932753,4.222222222222222,0.8006407690254357,135.2962962962963,283.0721319890602,252.96296296296296,141.45792565050826
Mercado Hidalgo 600,masculino,internacional,frances,61.5,13.435028842544403,3.5,0.7071067811865476,585.0,511.9453095790604,175.5,4.949747468305833
Mercado Hidalgo 600,masculino,internacional,ingles,48.542857142857144,15.464617538251495,3.9238095238095236,0.9374191051789904,207.83809523809524,269.7154171105282,295.14285714285717,252.65541403611013
Mercado Hidalgo 600,masculino,internacional,italiano,42.75,6.849574196011505,4.0,0.816496580927726,978.5,1538.4738108484871,236.0,103.60501918343532
Mercado Hidalgo 600,masculino,internacional,japones,49.583333333333336,18.243097490848587,3.9166666666666665,0.6685579234215214,347.5,449.2113290889024,332.75,131.14192520111388
Mercado Hidalgo 600,masculino,internacional,portugues,42.285714285714285,16.859362242922927,3.857142857142857,0.8997354108424375,509.14285714285717,713.2174583232962,227.0,103.12936859433721
Mercado Hidalgo 600,masculino,nacional,espanol,36.19642857142857,12.336015743637995,3.8482142857142856,0.9124743257261516,105.77678571428571,288.92440202736867,225.53571428571428,124.81026526933718
Mercado Hidalgo 600,masculino,nacional,ingles,49.733333333333334,16.04220623706044,3.6666666666666665,1.1126972805283735,92.66666666666667,145.24642442939452,287.0,171.87162983708842
"Monumento Pípila 1,620",femenino,internacional,aleman,43.333333333333336,20.79262689833426,4.333333333333333,1.1547005383792517,45.0,46.16275555033516,232.33333333333334,136.63942817991202
"Monumento Pípila 1,620",femenino,internacional,chino,35.77777777777778,9.575721614815484,4.555555555555555,0.5270462766947299,86.0,188.40382161729096,265.77777777777777,58.4225508211037
"Monumento Pípila 1,620",femenino,internacional,coreano,28.333333333333332,3.5118845842842457,5.0,0.0,64.66666666666667,78.27089710315919,217.66666666666666,102.91906205039633
"Monumento Pípila 1,620",femenino,internacional,espanol,36.29752066115702,12.347499495916283,4.429752066115703,0.7050584642542268,70.80165289256199,153.4004356705412,207.79338842975207,123.32409316886488
"Monumento Pípila 1,620",femenino,internacional,frances,43.5,17.063606496478602,4.7,0.4830458915396479,56.0,71.02581690249446,239.3,100.6689293343946
"Monumento Pípila 1,620",femenino,internacional,ingles,41.15976331360947,13.801890482684863,4.5266272189349115,0.7160164998547475,117.35502958579882,175.80885687615486,285.24852071005915,218.70252630612123
"Monumento Pípila 1,620",femenino,internacional,italiano,45.75,18.246004128758347,4.0,0.816496580927726,233.0,374.99955555529215,199.75,85.87345340674264
"Monumento Pípila 1,620",femenino,internacional,japones,41.0,12.521286223693322,4.333333333333333,0.8681147322824314,220.875,618.2599222994638,443.9583333333333,484.23148247835803
"Monumento Pípila 1,620",femenino,internacional,neerlandes,43.0,18.384776310850235,3.5,0.7071067811865476,15.5,0.7071067811865476,223.5,168.99852070358486
"Monumento Pípila 1,620",femenino,internacional,portugues,40.75,13.152946437965905,4.375,0.7187952884282609,122.625,129.056512169411,241.625,105.26909961300768
"Monumento Pípila 1,620",femenino,internacional,ruso,38.666666666666664,14.98888477061141,4.5,0.5477225575051661,287.6666666666667,291.6907037714206,316.8333333333333,146.49425472238377
"Monumento Pípila 1,620",femenino,nacional,espanol,34.12979351032448,12.181114625005856,4.368731563421829,0.7824036598203071,40.50442477876106,53.3978243291363,220.3716814159292,122.07628287532188
"Monumento Pípila 1,620",femenino,nacional,ingles,38.370370370370374,14.253604532371527,4.481481481481482,0.7000203497245562,67.44444444444444,72.63413762631141,309.6666666666667,242.43539980152048
"Monumento Pípila 1,620",masculino,internacional,aleman,44.2,16.70927885936434,4.0,1.0,107.2,157.89933502076568,352.6,186.4103001446004
"Monumento Pípila 1,620",masculino,internacional,chino,31.166666666666668,5.036533199202271,4.5,0.5477225575051661,61.0,78.47547387560013,330.3333333333333,114.50880606602563
"Monumento Pípila 1,620",masculino,internacional,coreano,31.0,9.16515138991168,4.0,1.0,10.333333333333334,4.509249752822894,237.66666666666666,173.79393928826556
"Monumento Pípila 1,620",masculino,internacional,espanol,39.61744966442953,11.335544023852847,4.3624161073825505,0.7729791883904412,58.54362416107382,117.93570644357153,211.26845637583892,110.32492740258165
"Monumento Pípila 1,620",masculino,internacional,frances,44.833333333333336,16.573984725978534,4.333333333333333,0.8876253645985945,185.16666666666666,261.90554624046274,320.75,146.3452487038162
"Monumento Pípila 1,620",masculino,internacional,ingles,43.055813953488375,14.124501518382695,4.432558139534883,0.7063533210280557,173.13023255813954,249.63512020667255,291.9441860465116,191.580213432016
"Monumento Pípila 1,620",masculino,internacional,italiano,49.81818181818182,11.417689624597282,4.090909090909091,0.7006490497453707,519.6363636363636,957.9698609796941,319.3636363636364,237.99927425405008
"Monumento Pípila 1,620",masculino,internacional,japones,40.38461538461539,12.595481485284864,4.423076923076923,0.8086075400626399,333.46153846153845,393.5269475671754,389.7692307692308,297.7649150175094
"Monumento Pípila 1,620",masculino,internacional,polaco,40.0,12.727922061357855,4.5,0.7071067811865476,127.0,161.22034611053283,370.0,346.4823227814083
"Monumento Pípila 1,620",masculino,internacional,portugues,40.46666666666667,13.21182731314563,4.0,1.0,553.9333333333333,793.9762920773846,267.2,168.98951784905816
"Monumento Pípila 1,620",masculino,nacional,espanol,37.41803278688525,11.755388270054885,4.2650273224043715,0.8028926295551028,64.54918032786885,111.48225013524225,249.87978142076503,194.74460064530683
"Monumento Pípila 1,620",masculino,nacional,ingles,40.611111111111114,15.801044771565453,4.361111111111111,0.8333333333333335,101.19444444444444,118.0309449604381,325.47222222222223,461.2488318908081
"Museo de las Momias 1,650",femenino,internacional,espanol,37.11678832116788,12.124395493378733,3.6204379562043796,1.163990264648202,47.167883211678834,62.22971785615653,265.22627737226276,172.68945234576813
"Museo de las Momias 1,650",femenino,internacional,frances,37.0,12.271919165313957,3.272727272727273,1.1908743922772957,34.27272727272727,24.108467015100356,344.0,174.9165515324379
"Museo de las Momias 1,650",femenino,internacional,ingles,39.93413173652694,12.421385428302454,3.8263473053892216,1.1615425759569762,89.53293413173652,225.7023518257004,381.94011976047904,326.9373526187165
"Museo de las Momias 1,650",femenino,internacional,italiano,41.8,13.754999091239519,4.2,0.8366600265340756,176.6,344.50442667692965,152.2,100.78541561158539
"Museo de las Momias 1,650",femenino,internacional,japones,42.57142857142857,9.431456989902513,3.5714285714285716,0.9759000729485331,489.2857142857143,1106.8209301547254,419.57142857142856,275.39175559122873
"Museo de las Momias 1,650",femenino,internacional,neerlandes,43.5,4.949747468305833,3.5,0.7071067811865476,20.0,18.384776310850235,175.5,70.0035713374682
"Museo de las Momias 1,650",femenino,internacional,portugues,41.08695652173913,11.789490865243506,3.8260869565217392,1.1140496934013262,104.43478260869566,161.38233148952847,304.5217391304348,198.9711878560259
"Museo de las Momias 1,650",femenino,internacional,ruso,40.8,9.5236547606473,4.6,0.5477225575051662,164.8,166.92872730599728,645.8,581.9988831604404
"Museo de las Momias 1,650",femenino,nacional,espanol,34.11714285714286,11.69284515917731,3.6914285714285713,1.1236890301282723,40.02,54.983948165568535,282.36,180.36540942460522
"Museo de las Momias 1,650",femenino,nacional,ingles,41.266666666666666,14.021986020319057,3.6,1.2757688689165256,46.233333333333334,61.10346416802678,344.6333333333333,221.49826547671972
"Museo de las Momias 1,650",masculino,internacional,aleman,45.0,14.294521094927712,3.4285714285714284,0.9759000729485331,138.42857142857142,100.2777096249164,446.2857142857143,375.9178608356327
"Museo de las Momias 1,650",masculino,internacional,espanol,40.529411764705884,11.820221954719102,3.6176470588235294,1.199128223640836,76.36764705882354,176.63080595468182,275.8382352941176,184.54670072763517
"Museo de las Momias 1,650",masculino,internacional,frances,43.55555555555556,18.035458901225045,3.111111111111111,1.1666666666666667,227.44444444444446,298.43890124743757,259.55555555555554,131.25748655896842
"Museo de las Momias 1,650",masculino,internacional,ingles,45.33980582524272,13.239669436635513,3.8446601941747574,1.124080385576154,130.30582524271844,263.8194849680892,386.8349514563107,282.7015179227931
"Museo de las Momias 1,650",masculino,internacional,italiano,47.0,18.083141320025124,3.0,2.0,217.33333333333334,184.9981981894238,320.0,301.79960238542395
"Museo de las Momias 1,650",masculino,internacional,japones,44.22222222222222,14.263395263556445,3.7777777777777777,0.97182531580755,449.22222222222223,474.54182581142885,456.44444444444446,242.19935544459605
"Museo de las Momias 1,650",masculino,internacional,neerlandes,29.5,10.606601717798213,2.5,0.7071067811865476,54.5,31.81980515339464,781.5,736.098159215196
"Museo de las Momias 1,650",masculino,internacional,portugues,40.904761904761905,13.12975537435775,3.8095238095238093,1.1233453440081378,370.04761904761904,698.277557722606,254.9047619047619,142.90273082131944
"Museo de las Momias 1,650",masculino,internacional,ruso,30.666666666666668,4.932882862316248,4.0,1.7320508075688772,93.66666666666667,91.46766277397347,1001.6666666666666,767.3762658131494
"Museo de las Momias 1,650",masculino,nacional,espanol,38.249336870026525,12.612532008079658,3.6392572944297084,1.0902603047106527,58.689655172413794,103.02879541784965,301.342175066313,278.5218719180702
"Museo de las Momias 1,650",masculino,nacional,ingles,43.31111111111111,13.147454337458473,3.6444444444444444,1.190025888861926,105.91111111111111,194.2495843241396,332.7111111111111,195.75258296475613
"Teatro Juárez 1,010",femenino,internacional,aleman,48.25,16.740669042783207,5.0,0.0,59.25,71.92299122441077,135.0,71.66124010462933
"Teatro Juárez 1,010",femenino,internacional,chino,44.333333333333336,9.451631252505218,5.0,0.0,341.0,367.7879824029056,250.66666666666666,109.57341526726879
"Teatro Juárez 1,010",femenino,internacional,coreano,62.5,6.363961030678928,4.5,0.7071067811865476,75.5,105.35891039679558,268.0,42.42640687119285
"Teatro Juárez 1,010",femenino,internacional,espanol,39.145833333333336,12.628892209521636,4.708333333333333,0.54415006274018,72.5625,95.82939322766777,200.95833333333334,99.49360255993653
