,,,,Edad,Edad,Score,Score,Aportaciones,Aportaciones,Opinion_Longitud,Opinion_Longitud
,,,,mean,std,mean,std,mean,std,mean,std
Ubicacion,Genero,Procedencia,Idioma,,,,,,,,
"Teatro Juárez 1,010",femenino,internacional,frances,32.0,8.18535277187245,4.333333333333333,0.5773502691896257,96.66666666666667,116.67190464432014,134.0,9.643650760992955
"Teatro Juárez 1,010",femenino,internacional,ingles,44.063291139240505,14.706828844810886,4.632911392405063,0.535345926741584,126.79746835443038,197.47615109151496,262.2911392405063,143.3571076197331
"Teatro Juárez 1,010",femenino,internacional,japones,47.6,11.414902540100815,4.0,0.7071067811865476,633.4,947.9590181015212,248.4,54.3258686078741
"Teatro Juárez 1,010",femenino,internacional,portugues,43.0,13.21615173439934,4.6875,0.478713553878169,210.75,348.7569354149104,241.5,135.71784456486677
"Teatro Juárez 1,010",femenino,internacional,ruso,50.0,8.48528137423857,4.5,0.7071067811865476,624.5,265.1650429449553,329.5,101.1162697096763
"Teatro Juárez 1,010",femenino,nacional,espanol,36.94296577946768,12.327302362520063,4.787072243346008,0.4543094988168057,48.37642585551331,75.75678575003516,214.75665399239543,117.20391354640667
"Teatro Juárez 1,010",femenino,nacional,ingles,43.23529411764706,13.24542096237746,4.764705882352941,0.4372373160976032,49.529411764705884,50.311675641766826,259.1764705882353,150.56403757791801
"Teatro Juárez 1,010",masculino,internacional,aleman,34.666666666666664,16.772994167212165,4.666666666666667,0.5773502691896257,41.333333333333336,33.50124375800596,487.6666666666667,251.3649405413041
"Teatro Juárez 1,010",masculino,internacional,chino,41.0,6.2182527020592095,4.5,0.5773502691896257,696.25,728.2556213308621,449.25,171.64182668180464
"Teatro Juárez 1,010",masculino,internacional,coreano,36.5,9.192388155425117,4.5,0.7071067811865476,84.5,105.35891039679558,202.0,97.58073580374356
"Teatro Juárez 1,010",masculino,internacional,espanol,45.59375,12.9231166691493,4.75,0.4364357804719847,106.203125,219.20202899126855,201.265625,99.65245036172085
"Teatro Juárez 1,010",masculino,internacional,frances,58.8,14.096098751072937,3.4,0.5477225575051661,334.8,360.6919738502646,259.6,147.18457799647354
"Teatro Juárez 1,010",masculino,internacional,ingles,48.39393939393939,14.19426697286839,4.575757575757576,0.5941343323727404,222.40151515151516,303.0110435557931,274.9015151515151,191.3977059155826
"Teatro Juárez 1,010",masculino,internacional,italiano,46.0,10.816653826391969,4.0,1.0,1390.0,1684.6162767823419,430.6666666666667,288.3510591853849
"Teatro Juárez 1,010",masculino,internacional,japones,54.44444444444444,11.147994338793762,4.555555555555555,0.8819171036881969,658.1111111111111,409.60421276045383,336.6666666666667,88.53671554784488
"Teatro Juárez 1,010",masculino,internacional,portugues,38.05,11.376221738900465,4.55,0.6048053188292992,270.8,472.87592675591253,241.75,132.88494231754342
"Teatro Juárez 1,010",masculino,internacional,ruso,52.5,20.506096654409877,5.0,0.0,40.0,9.899494936611665,285.0,241.83051916579925
"Teatro Juárez 1,010",masculino,nacional,espanol,41.10112359550562,13.540841821283768,4.764044943820225,0.4674954523548426,70.58052434456928,137.34596318871294,218.81647940074907,162.95513483167665
"Teatro Juárez 1,010",masculino,nacional,ingles,39.47826086956522,12.848309281123303,4.6521739130434785,0.5727680517510725,176.69565217391303,268.7639103854751,257.4782608695652,163.02254990845935
Universidad de Guanajuato 900,femenino,internacional,aleman,37.25,21.360009363293827,5.0,0.0,64.5,68.95650803223725,133.0,24.124676163629633
Universidad de Guanajuato 900,femenino,internacional,coreano,50.0,22.627416997969522,5.0,0.0,128.0,31.11269837220809,194.5,0.7071067811865476
Universidad de Guanajuato 900,femenino,internacional,espanol,38.63414634146341,12.984136662791592,4.585365853658536,0.5905764030207082,81.97560975609755,89.8347059339758,170.14634146341464,67.03937685256693
Universidad de Guanajuato 900,femenino,internacional,frances,47.333333333333336,16.921386861996076,3.6666666666666665,1.1547005383792515,188.0,84.43340571124678,171.33333333333334,29.67041174863155
Universidad de Guanajuato 900,femenino,internacional,ingles,44.61224489795919,14.038364586806713,4.530612244897959,0.7101068234288922,129.73469387755102,154.82191052816728,208.85714285714286,104.28047116630547
Universidad de Guanajuato 900,femenino,internacional,japones,50.266666666666666,18.39047372444559,4.0,0.7559289460184544,332.1333333333333,763.7470473795315,234.33333333333334,85.62098096233412
Universidad de Guanajuato 900,femenino,internacional,portuges,40.42857142857143,11.97891921228729,4.285714285714286,0.7262730392025629,112.21428571428571,119.4256631172254,238.21428571428572,74.79323146199442
Universidad de Guanajuato 900,femenino,internacional,ruso,45.5,26.16295090390226,5.0,0.0,624.5,265.1650429449553,310.5,31.81980515339464
Universidad de Guanajuato 900,femenino,nacional,espanol,35.71255060728745,11.681510491815517,4.732793522267206,0.47866842942032645,48.174089068825914,67.84911267011614,196.56275303643724,106.8261024656415
Universidad de Guanajuato 900,femenino,nacional,ingles,34.333333333333336,11.927559124425528,4.5,0.5477225575051662,96.0,127.81236246936366,209.16666666666666,142.66522584942228
Universidad de Guanajuato 900,masculino,internacional,aleman,51.0,7.0710678118654755,4.5,0.7071067811865476,69.5,36.062445840513924,353.0,11.313708498984761
Universidad de Guanajuato 900,masculino,internacional,chino,55.142857142857146,15.910463762658118,4.571428571428571,0.5345224838248487,388.57142857142856,867.7274643463536,363.42857142857144,179.50938428845174
Universidad de Guanajuato 900,masculino,internacional,espanol,38.333333333333336,12.342009692591903,4.404761904761905,0.6270147549329286,106.07142857142857,236.74864646453094,223.0,146.52162081363164
Universidad de Guanajuato 900,masculino,internacional,frances,48.5,17.97220075561143,3.5,1.2909944487358056,399.5,380.7558272699185,254.75,103.69948569464235
Universidad de Guanajuato 900,masculino,internacional,ingles,45.46153846153846,15.649316243884234,4.448717948717949,0.8001207035148761,245.55128205128204,348.21547469421404,241.73076923076923,123.83469008937065
Universidad de Guanajuato 900,masculino,internacional,italiano,47.57142857142857,17.357583768650354,4.571428571428571,0.5345224838248486,716.1428571428571,1172.1876170322778,192.14285714285714,98.28941715062474
Universidad de Guanajuato 900,masculino,internacional,japones,53.23076923076923,14.207708272588313,3.8461538461538463,0.8006407690254357,411.6923076923077,608.7304253684309,266.61538461538464,64.62267205547712
Universidad de Guanajuato 900,masculino,internacional,portuges,38.35294117647059,16.00367604829664,4.529411764705882,0.6242642728467978,422.1764705882353,737.0319900871092,238.1764705882353,226.1639989294598
Universidad de Guanajuato 900,masculino,nacional,espanol,37.371647509578544,13.134357498205128,4.681992337164751,0.5284424282181127,78.3103448275862,191.95638388876228,184.50191570881225,100.12456182641363
Universidad de Guanajuato 900,masculino,nacional,ingles,43.07692307692308,10.835601340500508,4.615384615384615,0.6504436355879908,80.0,121.36583813687717,192.92307692307693,118.28599631011662
